,RANK,FREQUENCY,WORD,PART OF SPEECH
5179,3607,1907,sociology,n
5180,5207,1108,sock,n
5181,5743,941,socket,n
5182,5943,881,sodium,n
5183,5073,1159,sofa,n
5184,1456,6631,soft,a
5185,5660,963,soften,v
5186,3040,2463,softly,adv
5187,1102,9134,software,n
5188,1938,4737,soil,n
5189,4779,1268,solar,a
5190,1766,5353,soldier,n
5191,3256,2232,sole,a
5192,3975,1663,solely,adv
5193,1716,5517,solicitor,n
5194,2455,3450,solid,a
5195,5584,982,solidarity,n
5196,5672,959,solo,n
5197,1072,9348,solution,n
5198,2262,3868,solve,v
5199,6248,815,solvent,n
5200,56,171174,some,det
5201,1328,7316,somebody,pron
5202,2013,4483,somehow,adv
5203,558,18681,someone,pron
5204,180,52452,something,pron
5205,505,20517,sometimes,adv
5206,1961,4638,somewhat,adv
5207,1378,7026,somewhere,adv
5208,630,16077,son,n
5209,1415,6846,song,n
5210,454,22703,soon,adv
5211,3036,2468,sophisticated,a
5212,6137,839,sore,a
5213,886,11453,sorry,a
5214,342,28760,sort,n
5215,2345,3665,sort,v
5216,2283,3796,soul,n
5217,4478,1405,sound,a
5218,785,12902,sound,n
5219,1068,9432,sound,v
5220,4339,1471,soup,n
5221,643,15747,source,n
5222,1194,8472,south,n
5223,1988,4553,southern,a
5224,4935,1214,sovereignty,n
5225,734,14119,space,n
5226,3617,1896,spare,a
5227,5457,1023,spare,v
5228,4893,1227,spatial,a
5229,388,25788,speak,v
5230,1063,9456,speaker,n
5231,465,22040,special,a
5232,5017,1181,specialise,v
5233,2795,2842,specialist,a
5234,2876,2728,specialist,n
5235,3522,1965,specially,adv
5236,1059,9555,species,n
5237,898,11306,specific,a
5238,2312,3755,specifically,adv
5239,3388,2096,specification,n
5240,4398,1442,specified,a
5241,2308,3760,specify,v
5242,2987,2536,specimen,n
5243,4932,1215,spectacle,n
5244,3603,1911,spectacular,a
5245,5119,1141,spectator,n
5246,3810,1773,spectrum,n
5247,3680,1859,speculation,n
5248,1138,8860,speech,n
5249,1252,7885,speed,n
5250,4016,1641,speed,v
5251,3882,1730,spell,n
5252,3300,2181,spell,v
5253,5990,871,spelling,n
5254,419,23799,spend,v
5255,3957,1675,spending,n
5256,3820,1768,sphere,n
5257,5858,907,spider,n
5258,4697,1296,spill,v
5259,4008,1645,spin,v
5260,4669,1310,spine,n
5261,1205,8384,spirit,n
5262,3182,2316,spiritual,a
5263,5464,1020,spit,v
5264,2820,2802,spite,n
5265,3926,1698,splendid,a
5266,5886,896,split,n
5267,2632,3107,split,v
5268,4373,1455,spoil,v
5269,6040,860,spoken,a
5270,2137,4153,spokesman,n
5271,5133,1135,sponsor,n
5272,3909,1713,sponsor,v
5273,4971,1197,sponsorship,n
5274,5439,1029,spontaneous,a
5275,5906,890,spoon,n
5276,1160,8698,sport,n
5277,1760,5370,spot,n
5278,3196,2301,spot,v
5279,6292,805,spouse,n
5280,5829,914,spray,n
5281,6303,802,spray,v
5282,3883,1729,spread,n
5283,1559,6139,spread,v
5284,1614,5890,spring,n
5285,3803,1777,spring,v
5286,5751,938,spy,n
5287,2928,2645,squad,n
5288,5244,1095,squadron,n
5289,2915,2663,square,a
5290,2570,3204,square,n
5291,5617,974,square,v
5292,3511,1974,squeeze,v
5293,5446,1026,stab,v
5294,3362,2123,stability,n
5295,3111,2378,stable,a
5296,4129,1573,stable,n
5297,5330,1062,stadium,n
5298,457,22363,staff,n
5299,5355,1055,staff,v
5300,4847,1241,stag,v
5301,503,20586,stage,n
5302,5512,1005,stagger,v
5303,5364,1054,stain,v
5304,2211,3997,stair,n
5305,5304,1073,staircase,n
5306,3106,2380,stake,n
5307,6281,807,stake,v
5308,4672,1308,stall,n
5309,4411,1434,stamp,n
5310,4752,1276,stamp,v
5311,3691,1851,stance,n
5312,2739,2939,stand,n
5313,285,32899,stand,v
5314,1463,6588,standard,a
5315,675,15156,standard,n
5316,4353,1465,standing,n
5317,1110,9088,star,n
5318,1208,8371,star,v
5319,1083,9268,start,n
5320,228,41029,start,v
5321,5649,967,startle,v
5322,224,41351,state,n
5323,902,11247,state,v
5324,738,13990,statement,n
5325,5102,1147,static,a
5326,829,12328,station,n
5327,3409,2074,statistical,a
5328,2568,3209,statistics,n
5329,4684,1304,statue,n
5330,1161,8688,status,n
5331,3447,2038,statute,n
5332,2314,3748,statutory,a
5333,4719,1288,stay,n
5334,538,19207,stay,v
5335,3946,1681,steadily,adv
5336,3157,2336,steady,a
5337,1969,4612,steal,v
5338,3159,2335,steam,n
5339,2657,3070,steel,n
5340,3868,1741,steep,a
5341,5018,1180,steer,v
5342,4441,1419,stem,n
5343,4554,1368,stem,v
5344,750,13625,step,n
5345,1735,5459,step,v
5346,4857,1238,sterling,a
5347,4698,1295,steward,n
5348,2886,2713,stick,n
5349,1369,7079,stick,v
5350,6107,845,sticky,a
5351,4668,1310,stiff,a
5352,3520,1966,still,a
5353,119,72774,still,adv
5354,3457,2029,stimulate,v
5355,6302,802,stimulation,n
5356,3434,2049,stimulus,n
5357,2982,2543,stir,v
5358,4155,1559,stitch,n
5359,1098,9170,stock,n
5360,6122,842,stocking,n
5361,5776,929,stolen,a
5362,2714,2985,stomach,n
5363,999,10076,stone,n
5364,5413,1036,stool,n
5365,2920,2656,stop,n
5366,401,25066,stop,v
5367,2725,2970,storage,n
5368,1645,5800,store,n
5369,2542,3253,store,v
5370,2983,2542,storm,n
5371,6131,840,storm,v
5372,566,18418,story,n
5373,2844,2768,straight,a
5374,1327,7327,straight,adv
5375,5497,1011,straighten,v
5376,3509,1975,straightforward,a
5377,2794,2842,strain,n
5378,4533,1378,strain,v
5379,4285,1496,strand,n
5380,1435,6717,strange,a
5381,5477,1016,strangely,adv
5382,3181,2316,stranger,n
5383,6136,839,strap,n
5384,2678,3039,strategic,a
5385,1133,8895,strategy,n
5386,4553,1368,straw,n
5387,2516,3321,stream,n
5388,702,14622,street,n
5389,1219,8228,strength,n
5390,2817,2805,strengthen,v
5391,2034,4417,stress,n
5392,2204,4018,stress,v
5393,3807,1775,stretch,n
5394,2033,4417,stretch,v
5395,3081,2417,strict,a
5396,3534,1958,strictly,adv
5397,5061,1164,stride,v
5398,1902,4847,strike,n
5399,1237,8049,strike,v
5400,3943,1685,striker,n
5401,5370,1053,striking,a
5402,2155,4121,string,n
5403,3361,2123,strip,n
5404,3856,1747,strip,v
5405,5476,1016,strive,v
5406,3677,1861,stroke,n
5407,4755,1275,stroke,v
5408,6200,822,stroll,v
5409,528,19558,strong,a
5410,1977,4590,strongly,adv
5411,3323,2153,structural,a
5412,571,18201,structure,n
5413,5921,886,structure,v
5414,2029,4438,struggle,n
5415,2325,3729,struggle,v
5416,459,22237,student,n
5417,1203,8397,studio,n
5418,287,32786,study,n
5419,1107,9100,study,v
5420,1457,6627,stuff,n
5421,4287,1495,stuff,v
5422,5211,1107,stumble,v
5423,5828,914,stunning,a
5424,2552,3230,stupid,a
5425,803,12697,style,n
5426,3627,1892,subject,a
5427,336,29091,subject,n
5428,4468,1409,subject,v
5429,5098,1148,subjective,a
5430,4213,1534,submission,n
5431,2301,3771,submit,v
5432,5192,1112,subscription,n
5433,2086,4303,subsequent,a
5434,2342,3677,subsequently,adv
5435,3850,1752,subsidiary,n
5436,3695,1849,subsidy,n
5437,2441,3480,substance,n
5438,1541,6222,substantial,a
5439,3912,1711,substantially,adv
5440,6182,827,substantive,a
5441,5274,1085,substitute,n
5442,4618,1336,substitute,v
5443,3572,1931,subtle,a
5444,5422,1034,suburb,n
5445,1740,5451,succeed,v
5446,721,14330,success,n
5447,933,10803,successful,a
5448,2490,3373,successfully,adv
5449,3651,1877,succession,n
5450,3671,1865,successive,a
5451,3514,1973,successor,n
5452,94,108524,such,det
5453,4425,1426,suck,v
5454,2242,3924,sudden,a
5455,863,11795,suddenly,adv
5456,4120,1575,sue,v
5457,812,12584,suffer,v
5458,4627,1333,sufferer,n
5459,5529,1000,suffering,n
5460,1609,5917,sufficient,a
5461,2974,2552,sufficiently,adv
5462,2401,3556,sugar,n
5463,344,28665,suggest,v
5464,1810,5169,suggestion,n
5465,3812,1771,suicide,n
5466,2275,3833,suit,n
5467,2067,4341,suit,v
5468,1573,6077,suitable,a
5469,6307,801,suitcase,n
5470,3973,1664,suite,n
5471,6165,832,sulphur,n
5472,1666,5707,sum,n
5473,4700,1294,sum,v
5474,5195,1111,summarise,v
5475,2980,2547,summary,n
5476,876,11563,summer,n
5477,2901,2690,summit,n
5478,4505,1393,summon,v
5479,1058,9558,sun,n
5480,4862,1235,sunlight,n
5481,5412,1036,sunny,a
5482,4970,1197,sunshine,n
5483,4152,1560,super,a
5484,3399,2085,superb,a
5485,6057,855,superintendent,n
5486,3582,1924,superior,a
5487,4052,1621,supermarket,n
5488,4871,1233,supervise,v
5489,3968,1669,supervision,n
5490,5489,1013,supervisor,n
5491,4108,1588,supper,n
5492,4522,1386,supplement,n
5493,4410,1434,supplement,v
5494,6261,812,supplementary,a
5495,2623,3117,supplier,n
5496,1153,8769,supply,n
5497,1230,8123,supply,v
5498,493,20904,support,n
5499,534,19344,support,v
5500,2058,4367,supporter,n
5501,5504,1007,supporting,a
5502,711,14482,suppose,v
5503,2792,2847,supposed,a
5504,5724,946,supposedly,adv
5505,4665,1311,suppress,v
5506,2507,3339,supreme,a
5507,499,20678,sure,a
5508,2203,4018,sure,adv
5509,1513,6352,surely,adv
5510,975,10361,surface,n
5511,4164,1554,surgeon,n
5512,2848,2764,surgery,n
5513,5975,875,surplus,a
5514,4305,1487,surplus,n
5515,1816,5139,surprise,n
5516,3440,2043,surprise,v
5517,2191,4042,surprised,a
5518,2411,3540,surprising,a
5519,2955,2586,surprisingly,adv
5520,5171,1124,surrender,v
5521,1978,4586,surround,v
5522,4833,1245,surrounding,a
5523,4338,1471,surrounding,n
5524,1040,9676,survey,n
5525,4572,1363,survey,v
5526,5438,1029,surveyor,n
5527,2574,3200,survival,n
5528,1315,7398,survive,v
5529,5191,1112,survivor,n
5530,4778,1268,suspect,n
5531,2218,3983,suspect,v
5532,3117,2372,suspend,v
5533,4271,1501,suspension,n
5534,3248,2241,suspicion,n
5535,4542,1375,suspicious,a
5536,2775,2872,sustain,v
5537,3348,2133,swallow,v
5538,5982,873,swap,v
5539,6297,803,sway,v
5540,3212,2290,swear,v
5541,5190,1112,sweat,n
5542,2603,3154,sweep,v
5543,2450,3460,sweet,a
5544,6181,827,sweet,n
5545,5399,1040,swell,v
5546,5952,879,swift,a
5547,4900,1224,swiftly,adv
5548,2952,2607,swim,v
5549,5861,906,swimming,n
5550,4467,1409,swing,n
5551,2442,3474,swing,v
5552,3393,2089,switch,n
5553,1947,4692,switch,v
5554,3822,1767,sword,n
5555,5968,876,syllable,n
5556,2642,3093,symbol,n
5557,4562,1366,symbolic,a
5558,6280,807,symmetry,n
5559,4330,1473,sympathetic,a
5560,3113,2377,sympathy,n
5561,2372,3612,symptom,n
5562,5043,1172,syndrome,n
5563,6010,865,syntactic,a
5564,4958,1203,synthesis,n
5565,149,61912,system,n
5566,3942,1685,systematic,a
5567,5996,869,t-shirt,n
5568,442,23092,table,n
5569,4804,1257,tablet,n
5570,2711,2987,tackle,v
5571,3704,1842,tactic,n
5572,2673,3046,tail,n
5573,54,179220,take,v
5574,4366,1459,takeover,n
5575,2646,3086,tale,n
5576,2718,2980,talent,n
5577,6081,850,talented,a
5578,1077,9314,talk,n
5579,310,30930,talk,v
5580,6102,846,talking,n
5581,1781,5306,tall,a
5582,2100,4263,tank,n
5583,4062,1619,tap,n
5584,2888,2710,tap,v
5585,1672,5686,tape,n
5586,1222,8170,target,n
5587,3552,1940,target,v
5588,4858,1237,tariff,n
5589,787,12883,task,n
5590,2089,4295,taste,n
5591,4238,1518,taste,v
5592,568,18313,tax,n
5593,4179,1548,tax,v
5594,3038,2467,taxation,n
5595,3297,2184,taxi,n
5596,4434,1423,taxpayer,n
5597,1141,8849,tea,n
5598,983,10248,teach,v
5599,523,19744,teacher,n
5600,1633,5843,teaching,n
5601,451,22781,team,n
5602,1910,4829,tear,n
5603,2758,2911,tear,v
5604,5535,998,tease,v
5605,1439,6701,technical,a
5606,5531,999,technically,adv
5607,955,10548,technique,n
5608,4012,1642,technological,a
5609,802,12713,technology,n
5610,5137,1134,teenage,a
5611,3777,1790,teenager,n
5612,4657,1315,telecommunication,n
5613,1258,7842,telephone,n
5614,4149,1561,telephone,v
5615,1051,9603,television,n
5616,116,77245,tell,v
5617,6047,857,telly,n
5618,4865,1234,temper,n
5619,1639,5823,temperature,n
5620,3378,2105,temple,n
5621,4724,1287,temporarily,adv
5622,2274,3833,temporary,a
5623,4332,1472,tempt,v
5624,4842,1243,temptation,n
5625,2009,4493,tenant,n
5626,868,11734,tend,v
5627,2376,3606,tendency,n
5628,4687,1301,tender,a
5629,2931,2635,tennis,n
5630,5742,941,tense,a
5631,2120,4209,tension,n
5632,4148,1561,tent,n
5633,338,28896,term,n
5634,5273,1085,term,v
5635,5881,898,terminal,a
5636,3933,1693,terminal,n
5637,5347,1057,terminate,v
5638,1010,9993,terms,n
5639,3478,2008,terrace,n
5640,1965,4624,terrible,a
5641,4801,1258,terribly,adv
5642,4995,1189,terrify,v
5643,5050,1169,territorial,a
5644,2049,4382,territory,n
5645,4128,1573,terror,n
5646,4223,1527,terrorist,n
5647,661,15491,test,n
5648,1254,7868,test,v
5649,4928,1217,testament,n
5650,5556,991,testing,n
5651,1007,10014,text,n
5652,5978,874,textbook,n
5653,4740,1282,textile,n
5654,5409,1037,texture,n
5655,67,147618,than,conj
5656,752,13531,thank,v
5657,1648,5794,thanks,n
5658,2022,4459,that,adv
5659,13,760399,that,conj
5660,27,384313,that,det
5661,1,6187267,the,det
5662,1882,4917,theatre,n
5663,4048,1623,theft,n
5664,39,260919,their,det
5665,5417,1035,theirs,pron
5666,55,173414,them,pron
5667,1744,5428,theme,n
5668,424,23673,themselves,pron
5669,63,160652,then,adv
5670,5237,1098,theology,n
5671,2695,3008,theoretical,a
5672,5587,981,theorist,n
5673,607,16776,theory,n
5674,5896,893,therapist,n
5675,3459,2028,therapy,n
5676,107,89890,there,adv
5677,42,239460,there,pron
5678,4382,1450,thereafter,adv
5679,2917,2660,thereby,adv
5680,435,23218,therefore,adv
5681,79,125442,these,det
5682,3764,1796,thesis,n
5683,25,433441,they,pron
5684,2052,4379,thick,a
5685,6185,826,thick,adv
5686,4393,1445,thief,n
5687,4472,1407,thigh,n
5688,1715,5517,thin,a
5689,115,77612,thing,n
5690,64,153881,think,v
5691,4978,1196,thinking,a
5692,5449,1025,thinking,n
5693,4739,1282,this,adv
5694,22,461945,this,det
5695,5181,1117,thorough,a
5696,3374,2107,thoroughly,adv
5697,109,88862,those,det
5698,926,10876,though,adv
5699,270,34801,though,conj
5700,726,14214,thought,n
5701,4919,1220,thread,n
5702,1427,6767,threat,n
5703,1475,6510,threaten,v
5704,5220,1105,threshold,n
5705,2425,3514,throat,n
5706,4870,1233,throne,n
5707,1215,8296,through,adv
5708,117,75588,through,prep
5709,861,11810,throughout,prep
5710,908,11110,throw,v
5711,5745,940,thrust,n
5712,4255,1509,thrust,v
5713,4571,1363,thumb,n
5714,506,20488,thus,adv
5715,6188,825,tick,v
5716,1945,4703,ticket,n
5717,3363,2122,tide,n
5718,2690,3015,tie,n
5719,2074,4324,tie,v
5720,5503,1007,tiger,n
5721,2609,3132,tight,a
5722,6270,810,tight,adv
5723,4178,1548,tighten,v
5724,4337,1471,tightly,adv
5725,4281,1497,tile,n
5726,3112,2377,till,conj
5727,2859,2745,till,prep
5728,3016,2497,timber,n
5729,53,183427,time,n
5730,3825,1766,time,v
5731,4561,1366,timetable,n
5732,4993,1190,timing,n
5733,2970,2559,tin,n
5734,1701,5575,tiny,a
5735,2706,2993,tip,n
5736,3770,1794,tip,v
5737,2306,3762,tired,a
5738,2862,2741,tissue,n
5739,869,11720,title,n
5740,739,13989,to,adv
5741,7,1620850,to,infinitive-marker
5742,10,1039323,to,prep
5743,5527,1002,toast,n
5744,4590,1355,tobacco,n
5745,390,25775,today,adv
5746,4253,1510,toe,n
5747,309,30960,together,adv
5748,3438,2044,toilet,n
5749,5226,1102,tolerate,v
5750,6162,833,toll,n
5751,4394,1444,tomato,n
5752,1085,9243,tomorrow,adv
5753,4004,1647,ton,n
5754,1813,5153,tone,n
5755,2878,2723,tongue,n
5756,1410,6856,tonight,adv
5757,3299,2182,tonne,n
5758,124,70164,too,adv
5759,1759,5376,tool,n
5760,1756,5383,tooth,n
5761,973,10398,top,a
5762,628,16176,top,n
5763,4235,1522,top,v
5764,2054,4376,topic,n
5765,5259,1091,torch,n
5766,4910,1222,toss,v
5767,905,11152,total,a
5768,1503,6390,total,n
5769,5591,980,total,v
5770,1642,5807,totally,adv
5771,1654,5753,touch,n
5772,1400,6920,touch,v
5773,2220,3980,tough,a
5774,1565,6117,tour,n
5775,3982,1660,tour,v
5776,4517,1388,tourism,n
5777,2524,3306,tourist,n
5778,3463,2024,tournament,n
5779,4765,1271,toward,prep
5780,346,28600,towards,prep
5781,4718,1288,towel,n
5782,2576,3198,tower,n
5783,508,20170,town,n
5784,4977,1196,toxic,a
5785,3697,1848,toy,n
5786,3635,1887,trace,n
5787,2991,2533,trace,v
5788,1287,7616,track,n
5789,5224,1103,track,v
5790,6097,847,tract,n
5791,517,19928,trade,n
5792,2231,3954,trade,v
5793,4003,1647,trader,n
5794,4594,1354,trading,a
5795,4787,1264,trading,n
5796,1440,6686,tradition,n
5797,1025,9819,traditional,a
5798,3425,2054,traditionally,adv
5799,1446,6677,traffic,n
5800,3483,2001,tragedy,n
5801,4929,1216,tragic,a
5802,4621,1335,trail,n
5803,4793,1261,trail,v
5804,1220,8220,train,n
5805,855,11907,train,v
5806,6194,824,trained,a
5807,4853,1239,trainee,n
5808,3914,1710,trainer,n
5809,755,13503,training,n
5810,6174,829,trait,n
5811,2056,4374,transaction,n
5812,6164,832,transcription,n
5813,1709,5540,transfer,n
5814,1612,5902,transfer,v
5815,2850,2762,transform,v
5816,3432,2050,transformation,n
5817,2916,2660,transition,n
5818,3428,2051,translate,v
5819,3863,1743,translation,n
5820,4077,1609,transmission,n
5821,4471,1407,transmit,v
5822,1363,7088,transport,n
5823,3070,2426,transport,v
5824,4097,1595,trap,n
5825,3421,2059,trap,v
5826,2158,4118,travel,n
5827,1221,8170,travel,v
5828,3092,2396,traveller,n
5829,3725,1826,tray,n
5830,6260,812,tread,v
5831,4795,1260,treasure,n
5832,6121,842,treasurer,n
5833,3091,2397,treasury,n
5834,5680,958,treat,n
5835,890,11394,treat,v
5836,784,12903,treatment,n
5837,1677,5672,treaty,n
5838,695,14692,tree,n
5839,4683,1304,tremble,v
5840,3499,1987,tremendous,a
5841,5895,893,trench,n
5842,1963,4636,trend,n
5843,1183,8573,trial,n
5844,5346,1057,triangle,n
5845,4579,1358,tribe,n
5846,3347,2134,tribunal,n
5847,4350,1466,tribute,n
5848,3294,2187,trick,n
5849,4964,1200,trigger,v
5850,1857,5010,trip,n
5851,4644,1322,trip,v
5852,3515,1971,triumph,n
5853,5961,877,trivial,a
5854,5956,878,trolley,n
5855,1787,5271,troop,n
5856,4549,1371,trophy,n
5857,3900,1719,tropical,a
5858,1024,9826,trouble,n
5859,6004,867,trouble,v
5860,2954,2586,trouser,n
5861,3676,1861,truck,n
5862,582,17836,true,a
5863,2573,3201,truly,adv
5864,5500,1009,trunk,n
5865,1200,8428,trust,n
5866,2130,4174,trust,v
5867,3525,1962,trustee,n
5868,1173,8618,truth,n
5869,4535,1377,try,n
5870,174,54422,try,v
5871,2971,2557,tube,n
5872,4462,1411,tuck,v
5873,5927,885,tumble,v
5874,4151,1560,tumour,n
5875,3840,1757,tune,n
5876,6247,815,tune,v
5877,3114,2376,tunnel,n
5878,6161,833,turkey,n
5879,1043,9656,turn,n
5880,205,45487,turn,v
5881,2871,2733,turnover,n
5882,3839,1757,tutor,n
5883,1533,6254,twice,adv
5884,3097,2393,twin,n
5885,6180,827,twist,n
5886,3480,2004,twist,v
5887,383,26034,type,n
5888,1916,4815,typical,a
5889,3349,2131,typically,adv
5890,4626,1333,tyre,n
5891,4406,1438,ugly,a
5892,5984,872,ulcer,n
5893,3014,2500,ultimate,a
5894,2772,2879,ultimately,adv
5895,5671,959,umbrella,n
5896,1511,6359,unable,a
5897,4898,1225,unacceptable,a
5898,5042,1172,unaware,a
5899,3479,2007,uncertain,a
5900,2942,2621,uncertainty,n
5901,5280,1083,unchanged,a
5902,3342,2136,uncle,n
5903,5714,948,unclear,a
5904,4502,1395,uncomfortable,a
5905,5027,1178,unconscious,a
5906,5679,958,uncover,v
5907,1784,5287,under,adv
5908,167,56638,under,prep
5909,3128,2362,undergo,v
5910,5049,1169,underground,a
5911,4852,1239,underline,v
5912,3004,2513,underlying,a
5913,3482,2001,undermine,v
5914,5853,908,underneath,adv
5915,5820,917,underneath,prep
5916,409,24252,understand,v
5917,6139,838,understandable,a
5918,1351,7175,understanding,n
5919,1695,5604,undertake,v
5920,3747,1807,undertaking,n
5921,3096,2393,undoubtedly,adv
5922,5602,978,uneasy,a
5923,2836,2781,unemployed,a
5924,1558,6143,unemployment,n
5925,3392,2091,unexpected,a
5926,5810,919,unexpectedly,adv
5927,3564,1933,unfair,a
5928,6177,828,unfamiliar,a
5929,4809,1255,unfortunate,a
5930,1968,4612,unfortunately,adv
5931,3576,1928,unhappy,a
5932,4882,1229,uniform,a
5933,3624,1893,uniform,n
5934,579,17902,union,n
5935,3682,1857,unionist,n
5936,2061,4352,unique,a
5937,576,17958,unit,n
5938,3831,1763,unite,v
5939,1831,5081,united,a
5940,2854,2756,unity,n
5941,2947,2609,universal,a
5942,2889,2709,universe,n
5943,893,11367,university,n
5944,2069,4333,unknown,a
5945,5890,895,unlawful,a
5946,916,11011,unless,conj
5947,4222,1527,unlike,a
5948,2607,3144,unlike,prep
5949,1679,5667,unlikely,a
5950,3688,1853,unnecessary,a
5951,4679,1306,unpleasant,a
5952,5926,885,unprecedented,a
5953,5559,990,unreasonable,a
5954,5834,913,unrest,n
5955,5669,960,unsuccessful,a
5956,269,34807,until,conj
5957,1445,6677,until,prep
5958,2157,4118,unusual,a
5959,5526,1002,unusually,adv
5960,6269,810,unwanted,a
5961,5518,1003,unwilling,a
5962,50,195426,up,adv
5963,615,16509,up,prep
5964,4982,1195,up-to-date,a
5965,3801,1778,update,v
5966,5894,894,upgrade,v
5967,5323,1064,uphold,v
5968,431,23409,upon,prep
5969,1755,5391,upper,a
5970,6151,835,upset,a
5971,2856,2754,upset,v
5972,3427,2052,upstairs,adv
5973,6301,802,upstairs,n
5974,4076,1609,upwards,adv
5975,1770,5344,urban,a
5976,6246,815,urge,n
5977,2322,3735,urge,v
5978,6039,860,urgency,n
5979,3316,2160,urgent,a
5980,6046,858,urgently,adv
5981,6287,806,urine,n
5982,145,62350,us,pron
5983,5022,1179,usage,n
5984,283,32998,use,n
5985,92,108820,use,v
5986,1644,5800,used,a
5987,881,11513,used,modal
5988,1000,10071,useful,a
5989,4681,1305,useless,a
5990,816,12549,user,n
5991,1284,7630,usual,a
5992,541,19151,usually,adv
5993,4131,1571,utility,n
5994,6116,843,utter,v
5995,4692,1298,utterance,n
5996,4662,1313,utterly,adv
5997,6173,829,vacant,a
5998,5708,950,vacuum,n
5999,4110,1585,vague,a
6000,5599,979,vaguely,adv
6001,3215,2286,valid,a
6002,4583,1357,validity,n
6003,2328,3716,valley,n
6004,2256,3886,valuable,a
6005,4428,1425,valuation,n
6006,403,25024,value,n
6007,3674,1863,value,v
6008,5071,1160,valve,n
6009,3023,2485,van,n
6010,4065,1615,vanish,v
6011,4409,1435,variable,a
6012,2398,3564,variable,n
6013,5394,1041,variant,n
6014,1794,5244,variation,n
6015,5756,936,varied,a
6016,990,10138,variety,n
6017,659,15502,various,a
6018,1401,6917,vary,v
6019,5223,1103,varying,a
6020,1937,4738,vast,a
6021,3051,2456,vat,n
6022,5775,929,vector,n
6023,2833,2786,vegetable,n
6024,5445,1026,vegetation,n
6025,1339,7229,vehicle,n
6026,4284,1496,vein,n
6027,5456,1023,velocity,n
6028,6052,856,velvet,n
6029,3180,2316,vendor,n
6030,3015,2497,venture,n
6031,5263,1090,venture,v
6032,4107,1588,venue,n
6033,4550,1370,verb,n
6034,5060,1164,verbal,a
6035,4208,1537,verdict,n
6036,3558,1936,verse,n
6037,964,10481,version,n
6038,5575,984,versus,prep
6039,3854,1748,vertical,a
6040,1223,8169,very,a
6041,86,114911,very,adv
6042,2738,2940,vessel,n
6043,5974,875,veteran,n
6044,1960,4647,via,prep
6045,5636,970,viable,a
6046,5977,874,vicar,n
6047,5614,975,vice-president,n
6048,6038,860,vicious,a
6049,1479,6501,victim,n
6050,1530,6259,victory,n
6051,1334,7288,video,n
6052,2292,3782,video-taped,a
6053,306,31102,view,n
6054,2038,4409,view,v
6055,4737,1283,viewer,n
6056,5306,1072,viewpoint,n
6057,5598,979,vigorous,a
6058,4727,1286,villa,n
6059,765,13249,village,n
6060,5783,928,villager,n
6061,5930,884,violation,n
6062,1732,5466,violence,n
6063,2839,2775,violent,a
6064,6148,836,virgin,n
6065,5925,885,virtual,a
6066,2044,4398,virtually,adv
6067,2986,2539,virtue,n
6068,3591,1918,virus,n
6069,2737,2940,visible,a
6070,1959,4647,vision,n
6071,1019,9878,visit,n
6072,838,12213,visit,v
6073,1418,6832,visitor,n
6074,2510,3334,visual,a
6075,1827,5098,vital,a
6076,4814,1250,vitamin,n
6077,5437,1029,vivid,a
6078,5568,987,vocabulary,n
6079,5463,1020,vocational,a
6080,357,27665,voice,n
6081,5525,1002,voltage,n
6082,1383,6974,volume,n
6083,2255,3894,voluntary,a
6084,3292,2190,volunteer,n
6085,5285,1080,volunteer,v
6086,1305,7493,vote,n
6087,1581,6048,vote,v
6088,3272,2217,voter,n
6089,5995,869,voucher,n
6090,6196,823,voyage,n
6091,3057,2447,vulnerable,a
6092,1424,6811,wage,n
6093,6024,862,wagon,n
6094,4348,1468,waist,n
6095,540,19152,wait,v
6096,5534,998,waiter,n
6097,3895,1721,waiting,a
6098,4061,1619,waiting,n
6099,4909,1222,wake,n
6100,2233,3950,wake,v
6101,1919,4808,walk,n
6102,463,22101,walk,v
6103,6147,836,walker,n
6104,6135,839,walking,a
6105,598,17194,wall,n
6106,3119,2370,wander,v
6107,6087,849,want,n
6108,103,94293,want,v
6109,331,29722,war,n
6110,2824,2793,ward,n
6111,5150,1132,wardrobe,n
6112,4808,1255,warehouse,n
6113,1429,6756,warm,a
6114,4043,1625,warm,v
6115,3458,2028,warmth,n
6116,1450,6651,warn,v
6117,2184,4059,warning,n
6118,5429,1032,warrant,n
6119,5899,892,warranty,n
6120,5488,1013,warrior,n
6121,5458,1022,wartime,n
6122,6179,827,wary,a
6123,5678,958,wash,n
6124,1854,5027,wash,v
6125,5487,1013,washing,n
6126,4070,1611,waste,a
6127,2043,4398,waste,n
6128,2668,3056,waste,v
6129,2498,3354,watch,n
6130,518,19869,watch,v
6131,261,35767,water,n
6132,1640,5821,wave,n
6133,3082,2415,wave,v
6134,89,112636,way,n
6135,32,358039,we,pron
6136,1996,4528,weak,a
6137,4625,1333,weaken,v
6138,2903,2688,weakness,n
6139,2291,3786,wealth,n
6140,4139,1565,wealthy,a
6141,1599,5954,weapon,n
6142,714,14434,wear,v
6143,1623,5873,weather,n
6144,5055,1166,weave,v
6145,2364,3621,wedding,n
6146,4981,1195,wee,a
6147,6030,861,weed,n
6148,196,47512,week,n
6149,1330,7308,weekend,n
6150,3806,1775,weekly,a
6151,4715,1289,weep,v
6152,3258,2230,weigh,v
6153,1067,9433,weight,n
6154,5136,1134,weird,a
6155,3045,2460,welcome,a
6156,4309,1484,welcome,n
